'volatile acidity',chlorides,'free sulfur dioxide',density,sulphates,alcohol,Cluster,quality
0.37,0.039,21,0.9983,0.73,9.3,cluster5,6
0.38,0.036,34,0.9937,0.76,10,cluster2,5
0.24,0.023,19,0.99,0.45,12.5,cluster4,6
0.17,0.034,34,0.9944,0.48,9.6,cluster3,7
0.16,0.03,30,0.9938,0.36,9.4,cluster5,6
0.24,0.029,55,0.9965,0.61,9.5,cluster2,5
0.28,0.028,42,0.9893,0.39,12.4,cluster3,7
0.22,0.037,29,0.9927,0.55,10.5,cluster5,6
0.55,0.073,21,0.994,0.58,9.2,cluster5,6
0.22,0.041,67,0.9928,0.56,10.4,cluster5,6
0.47,0.043,31,0.9964,0.6,9.2,cluster0,5
0.36,0.047,45,0.9917,0.51,10.6,cluster5,6
0.25,0.044,41,0.9972,0.42,9.5,cluster2,5
0.47,0.043,31,0.9964,0.6,9.2,cluster0,5
0.37,0.346,79,0.9954,0.58,9.6,cluster0,5
0.18,0.028,36,0.993,0.54,9.7,cluster5,6
0.16,0.025,43,0.9928,0.51,9.7,cluster5,6
0.34,0.035,32,0.9916,0.42,10.7,cluster4,6
0.29,0.045,53,0.9936,0.68,10.5,cluster5,6
0.26,0.047,52,0.9962,0.45,8.9,cluster5,6
0.28,0.035,8,0.9899,0.46,12.1,cluster4,6
0.23,0.032,12,0.9898,0.4,12.7,cluster3,7
0.19,0.039,42,0.996,0.46,9.9,cluster5,6
0.19,0.022,28,0.9907,0.64,11.4,cluster4,6
0.2,0.04,27,0.994,0.58,10.7,cluster5,6
0.44,0.025,28,0.9913,0.48,12.5,cluster4,6
0.4,0.041,70,0.9976,0.49,8.6,cluster2,4
0.23,0.026,43,0.9904,0.54,12.5,cluster4,6
0.335,0.04,13,0.992,0.66,10,cluster2,5
0.4,0.041,70,0.9976,0.49,8.6,cluster2,4
0.28,0.045,54,0.999,0.49,9.5,cluster5,6
0.19,0.038,51,0.9975,0.48,9.6,cluster5,6
0.3,0.038,8,0.9937,0.62,9.9,cluster5,6
0.3,0.037,8,0.9937,0.62,9.9,cluster2,5
0.18,0.053,46,0.998,0.53,8.9,cluster5,6
0.18,0.053,46,0.998,0.53,8.9,cluster5,6
0.51,0.09,7,0.9944,0.52,8.8,cluster0,5
0.24,0.048,40,0.9938,0.54,10,cluster3,7
0.62,0.039,55,0.9907,0.44,12,cluster4,6
0.24,0.048,40,0.9938,0.54,10,cluster3,7
0.27,0.041,62,0.9921,0.42,10,cluster5,6
0.34,0.042,8,0.9908,0.41,12.1,cluster4,6
0.26,0.04,31,0.9931,0.59,11,cluster4,6
0.36,0.025,27,0.9915,0.33,11.2,cluster4,6
0.28,0.036,34,0.9952,0.39,10.3,cluster3,7
0.31,0.051,28,0.9926,0.47,10.4,cluster5,6
0.18,0.055,47,0.9934,0.45,9.1,cluster2,5
0.15,0.045,49,0.992,0.6,10.4,cluster5,6
0.13,0.05,20,0.9918,0.64,10.8,cluster5,6
0.34,0.048,7,0.9942,0.4,11.7,cluster1,5
0.19,0.039,8,0.9942,0.74,9.8,cluster2,5
0.19,0.039,8,0.9942,0.74,9.8,cluster2,5
0.25,0.038,22,0.9901,0.39,11.4,cluster4,6
0.36,0.033,22,0.9898,0.38,11.2,cluster4,6
0.35,0.038,6,0.9902,0.34,11.4,cluster1,5
0.32,0.114,24,0.9934,0.45,9.2,cluster5,6
0.31,0.04,3,0.9906,0.53,12.5,cluster4,4
0.28,0.034,32,0.9898,0.44,12.6,cluster4,6
0.36,0.031,24,0.9896,0.35,12.2,cluster4,6
0.19,0.03,19,0.9922,0.45,11.2,cluster4,6
0.1,0.048,31,0.9947,0.79,9.7,cluster5,6
0.18,0.186,64,0.9945,0.4,9.3,cluster2,5
0.25,0.067,53,0.9976,0.48,9,cluster5,6
0.25,0.067,53,0.9976,0.48,9,cluster5,6
0.25,0.067,53,0.9976,0.48,9,cluster5,6
0.345,0.047,54,0.9987,0.51,9.1,cluster2,5
0.345,0.047,54,0.9987,0.51,9.1,cluster2,5
0.25,0.067,53,0.9976,0.48,9,cluster5,6
0.24,0.045,22,0.992,0.54,10.4,cluster1,5
0.25,0.053,41,0.9955,0.67,9.5,cluster5,6
0.31,0.04,10,0.9953,0.55,11.4,cluster3,4
0.46,0.05,76,0.9976,0.42,8.7,cluster0,5
0.35,0.045,14,0.992,0.68,9.9,cluster5,6
0.24,0.036,29,0.9952,0.62,9.9,cluster5,6
0.28,0.047,49,0.9983,0.51,9,cluster5,6
0.16,0.04,41,0.9933,0.58,10,cluster5,6
0.26,0.039,38,0.9958,0.64,9.7,cluster5,6
0.22,0.052,10,0.9922,0.49,11.8,cluster4,6
0.18,0.044,30,0.9928,0.5,10.2,cluster3,7
0.46,0.05,76,0.9976,0.42,8.7,cluster0,5
0.3,0.05,40,0.9976,0.52,9.6,cluster3,7
0.25,0.026,31,0.9916,0.37,11.3,cluster3,7
0.28,0.028,32,0.9901,0.38,12.1,cluster3,7
0.3,0.05,40,0.9976,0.52,9.6,cluster3,7
0.28,0.028,32,0.9901,0.38,12.1,cluster3,7
0.25,0.026,31,0.9916,0.37,11.3,cluster3,7
0.35,0.046,22,0.9982,0.65,9.4,cluster2,5
0.41,0.049,16,0.993,0.5,10.4,cluster5,6
0.21,0.044,53,0.9969,0.39,9.5,cluster2,5
0.34,0.047,51,0.991,0.76,12.3,cluster4,6
0.21,0.049,31,0.9953,0.74,9.9,cluster3,7
0.37,0.057,39,0.9924,0.48,10.1,cluster2,5
0.34,0.063,39,0.9969,0.63,9.2,cluster5,6
0.3,0.046,16,0.9928,0.77,10.4,cluster3,7
0.51,0.066,38,0.9945,0.42,9.1,cluster0,5
0.22,0.059,28,0.9967,0.47,10,cluster5,6
0.35,0.051,6,0.9944,0.39,11.5,cluster4,6
0.26,0.048,59,0.9928,0.61,9.8,cluster2,5
0.26,0.05,61,0.9929,0.6,9.8,cluster5,6
0.28,0.04,44,0.9948,0.69,9.4,cluster5,6
0.41,0.051,77,0.9976,0.46,8.7,cluster2,5
0.28,0.038,26,0.9912,0.41,11.6,cluster3,7
0.34,0.047,44,0.9987,0.56,8.8,cluster2,5
0.2,0.032,49,0.99,0.39,12.7,cluster3,7
0.2,0.035,39,0.991,0.44,11.7,cluster3,7
0.22,0.047,47,0.9933,0.5,10.2,cluster5,6
0.23,0.047,47,0.9933,0.5,10.2,cluster5,6
0.22,0.033,48,0.9899,0.38,12.7,cluster3,7
0.28,0.038,26,0.9912,0.41,11.6,cluster3,7
0.38,0.034,42,0.9912,0.38,12.3,cluster3,7
0.41,0.051,77,0.9976,0.46,8.7,cluster2,5
0.18,0.042,25,0.994,0.39,9.4,cluster2,5
0.3,0.056,44,0.9947,0.35,10.1,cluster5,6
0.24,0.042,26,0.9954,0.36,9.7,cluster5,6
0.25,0.046,32,0.993,0.51,10.1,cluster3,7
0.24,0.042,26,0.9954,0.36,9.7,cluster5,6
0.26,0.049,38,0.9963,0.48,8.9,cluster5,6
0.32,0.034,37,0.992,0.5,10.8,cluster3,7
0.28,0.036,42,0.9926,0.49,10.8,cluster3,7
0.23,0.04,25,0.995,0.58,9.5,cluster5,6
0.31,0.059,6,0.9983,0.44,9.1,cluster2,5
0.2,0.037,48,0.992,0.49,10.9,cluster4,6
0.41,0.043,28,0.9968,0.52,9.4,cluster2,5
0.45,0.03,10,0.9905,0.28,10.8,cluster1,5
0.475,0.03,9,0.9904,0.29,10.8,cluster1,5
0.27,0.051,7,0.9926,0.5,10.5,cluster3,7
0.41,0.043,28,0.9968,0.52,9.4,cluster2,5
0.29,0.034,26,0.9928,0.44,10.8,cluster4,6
0.27,0.036,31,0.9949,0.48,10.5,cluster1,8
0.19,0.036,14,0.9909,0.68,11.5,cluster3,7
0.3,0.18,36,0.9937,0.54,9.4,cluster5,6
0.24,0.045,31,0.9914,0.38,10.8,cluster4,6
0.45,0.03,10,0.9905,0.28,10.8,cluster1,5
0.475,0.03,9,0.9904,0.29,10.8,cluster1,5
0.26,0.052,34,0.9924,0.61,9.8,cluster5,6
0.26,0.052,34,0.9924,0.61,9.8,cluster5,6
0.25,0.049,38,0.9965,0.38,9.6,cluster2,5
0.25,0.049,38,0.9965,0.38,9.6,cluster2,5
0.28,0.044,48,0.9993,0.48,9.5,cluster2,5
0.37,0.061,12,0.9965,0.69,10.7,cluster5,6
0.36,0.037,29,0.9908,0.65,12.4,cluster4,8
0.24,0.032,9,0.992,0.39,11.1,cluster4,6
0.23,0.047,37,0.9978,0.38,8.8,cluster2,5
0.21,0.045,38,0.9978,0.36,8.7,cluster2,5
0.21,0.045,38,0.9978,0.36,8.7,cluster2,5
0.23,0.047,37,0.9978,0.38,8.8,cluster2,5
0.32,0.037,18,0.9912,0.65,11.7,cluster3,7
0.26,0.051,52,0.9928,0.5,10.9,cluster4,6
0.24,0.051,52,0.9928,0.5,10.8,cluster5,6
0.19,0.057,33,0.993,0.5,9.6,cluster5,6
0.46,0.084,59,0.9993,0.58,9,cluster0,5
0.26,0.083,50,0.9965,0.5,9,cluster2,5
0.32,0.043,22,0.9937,0.6,10.4,cluster5,6
0.24,0.045,3,0.9913,0.51,11.4,cluster1,5
0.36,0.066,27,0.9934,0.55,9.3,cluster2,5
0.24,0.039,49,0.9952,0.46,11,cluster1,8
0.56,0.096,22,0.9983,0.45,9.1,cluster0,4
0.32,0.048,31,0.9957,0.62,9.4,cluster5,6
0.32,0.048,31,0.9957,0.62,9.4,cluster5,6
0.31,0.036,23,0.9916,0.6,10.5,cluster5,6
0.23,0.05,35,0.9999,0.42,8.8,cluster2,5
0.23,0.05,35,0.9999,0.42,8.8,cluster2,5
0.24,0.04,16,0.9936,0.64,10.7,cluster5,6
0.29,0.045,45,0.9972,0.42,9.5,cluster2,5
0.17,0.033,46,0.9933,0.49,10.9,cluster4,6
0.14,0.027,34,0.9934,0.51,10.8,cluster5,6
0.17,0.037,39,0.9931,0.46,10.8,cluster3,7
0.28,0.053,25,0.9976,0.62,9.2,cluster2,5
0.35,0.046,48,0.9937,0.71,10.3,cluster2,5
0.335,0.046,49,0.9937,0.71,10.3,cluster2,5
0.235,0.047,33,0.991,0.5,11,cluster3,7
0.28,0.054,34,0.9979,0.43,9,cluster2,4
0.21,0.046,68,0.9971,0.5,10.4,cluster5,6
0.24,0.05,34,0.9969,0.45,9.5,cluster2,5
0.24,0.051,32,0.9968,0.45,9.5,cluster2,5
0.26,0.058,44,0.9961,0.41,9,cluster2,5
0.33,0.061,7,0.993,0.57,9.5,cluster2,4
0.105,0.05,57,0.9973,0.37,9,cluster5,6
0.32,0.041,34,0.9944,0.72,10,cluster2,5
0.26,0.067,35,0.9986,0.53,9.1,cluster3,7
0.26,0.067,35,0.9986,0.53,9.1,cluster3,7
0.26,0.067,35,0.9986,0.53,9.1,cluster3,7
0.26,0.067,35,0.9986,0.53,9.1,cluster3,7
0.24,0.053,34,0.9972,0.45,9.5,cluster5,6
0.21,0.048,70,0.9917,0.75,11.4,cluster3,7
0.27,0.03,30,0.992,0.42,12.2,cluster4,6
0.27,0.028,27,0.9932,0.4,11.3,cluster4,6
0.34,0.05,14,0.9936,0.44,10.2,cluster1,5
0.27,0.052,41,0.9915,0.4,11.3,cluster1,5
0.29,0.038,122.5,0.9922,0.47,10,cluster5,4
0.28,0.049,12,0.9934,0.38,9.4,cluster2,5
0.25,0.032,47,0.9952,0.5,12.2,cluster3,7
0.57,0.094,23,0.9972,0.47,9.2,cluster0,4
0.28,0.049,12,0.9934,0.38,9.4,cluster2,5
0.17,0.052,49,0.9958,0.52,9.6,cluster5,6
0.28,0.056,24,0.9944,0.48,9.5,cluster2,5
0.22,0.036,38,0.9908,0.72,12.5,cluster4,6
0.17,0.052,49,0.9958,0.52,9.6,cluster5,6
0.14,0.047,37,0.9925,0.46,10,cluster5,6
0.24,0.047,60,0.9966,0.57,9.3,cluster2,5
0.42,0.058,34,0.9972,0.55,9.3,cluster5,6
0.28,0.038,22,0.9912,0.57,11.6,cluster4,6
0.32,0.039,46,0.995,0.5,12.5,cluster4,8
0.31,0.038,18,0.9928,0.63,10.6,cluster5,6
0.32,0.047,57,0.9968,0.6,9.4,cluster2,5
0.28,0.056,44,0.9955,0.4,9.1,cluster5,6
0.29,0.057,48,0.9981,0.41,9,cluster5,6
0.32,0.033,23,0.991,0.42,11.8,cluster3,7
0.32,0.033,23,0.991,0.42,11.8,cluster3,7
0.32,0.033,23,0.991,0.42,11.8,cluster3,7
0.28,0.043,64,0.992,0.39,10,cluster2,5
0.34,0.058,12,0.9931,0.47,9.7,cluster2,5
0.25,0.052,30,0.997,0.44,9.5,cluster5,6
0.27,0.24,61,0.9948,0.48,9.4,cluster0,5
0.46,0.052,50,0.9923,0.42,11.2,cluster1,5
0.36,0.051,54,0.9976,0.46,9,cluster2,5
0.22,0.043,21,0.9938,0.53,10.7,cluster3,7
0.67,0.29,22,0.9984,0.67,9,cluster0,4
0.28,0.044,61,0.9972,0.5,9.1,cluster5,6
0.17,0.039,34,0.9922,0.6,10.8,cluster3,7
0.2,0.043,25,0.9935,0.6,10.1,cluster5,4
0.36,0.037,36,0.9944,0.62,9.9,cluster5,6
0.36,0.036,36,0.9942,0.62,9.8,cluster2,5
0.37,0.036,34,0.9944,0.63,9.8,cluster2,5
0.29,0.041,51,0.9997,0.66,9.5,cluster5,6
0.34,0.047,49,0.9977,0.46,9.5,cluster2,5
0.19,0.022,22,0.9912,0.57,11.1,cluster4,6
0.31,0.039,62,0.9982,0.6,9.5,cluster2,5
0.31,0.039,62,0.9982,0.6,9.5,cluster2,5
0.31,0.042,62,0.9983,0.59,9.4,cluster2,5
0.4,0.042,29,0.998,0.64,9.7,cluster2,5
0.34,0.03,19,0.9894,0.78,13.9,cluster3,7
0.38,0.042,20,0.9927,0.45,10.1,cluster1,4
0.33,0.038,30,0.9917,0.42,10.5,cluster5,6
0.25,0.037,18,0.9904,0.5,12.6,cluster4,6
0.27,0.032,13,0.993,0.34,10.9,cluster1,5
0.31,0.041,50,0.9941,0.6,10,cluster2,5
0.18,0.046,57,0.9943,0.62,11.2,cluster4,6
0.2,0.05,44,0.99855,0.48,10,cluster5,6
0.47,0.044,13,0.99345,0.46,9.2,cluster0,5
0.25,0.046,51,0.998,0.45,9.5,cluster2,5
0.27,0.035,31,0.9916,0.5,12.3,cluster4,6
0.27,0.035,31,0.9916,0.5,12.3,cluster4,6
0.31,0.04,57,0.99475,0.43,10,cluster2,5
0.39,0.038,39,0.99325,0.5,10.8,cluster4,6
0.21,0.038,41,0.9933,0.71,10.5,cluster3,7
0.42,0.048,22,0.9969,0.61,9.2,cluster5,6
0.27,0.042,34,1.0002,0.5,9.1,cluster2,5
0.21,0.038,41,0.9933,0.71,10.5,cluster3,7
0.29,0.042,35,0.9937,0.5,10.2,cluster3,7
0.29,0.053,62,0.99685,0.45,8.9,cluster2,5
0.3,0.046,15,0.99455,0.52,10.4,cluster1,5
0.31,0.032,23,0.9917,0.47,11.7,cluster4,6
0.33,0.02,29,0.99035,0.44,12.4,cluster4,8
0.3,0.028,23,0.9914,0.39,10.9,cluster3,7
0.39,0.041,35,0.99225,0.46,10.2,cluster1,5
0.24,0.038,41,0.99155,0.66,11.7,cluster3,7
0.21,0.057,19,0.9954,0.59,9.4,cluster2,5
0.16,0.043,42,0.99455,0.47,10.5,cluster1,5
0.33,0.185,12,0.9924,0.62,9.4,cluster0,5
0.23,0.042,25,0.99695,0.56,10.4,cluster5,6
0.25,0.044,78,0.99655,0.47,9.5,cluster5,6
0.28,0.022,14,0.9934,0.33,11.1,cluster3,7
0.25,0.052,40,0.998,0.5,9.1,cluster5,6
0.38,0.04,28,0.9971,0.61,9.2,cluster2,5
0.25,0.038,15,0.9948,0.49,9.6,cluster5,6
0.25,0.052,40,0.998,0.5,9.1,cluster5,6
0.38,0.04,28,0.9971,0.61,9.2,cluster2,5
0.21,0.021,40,0.99215,0.39,10.8,cluster3,7
0.25,0.038,15,0.9948,0.49,9.6,cluster5,6
0.39,0.022,5,0.9915,0.37,12.6,cluster4,3
0.2,0.031,21,0.99115,0.55,11,cluster4,6
0.2,0.03,26,0.9932,0.61,10.2,cluster5,6
0.26,0.034,38,0.9977,0.43,9.4,cluster2,5
0.38,0.041,24,0.99535,0.43,10,cluster2,5
0.2,0.022,34,0.99165,0.55,12.2,cluster4,6
0.21,0.033,31,0.9953,0.56,10.5,cluster5,6
0.29,0.024,56,0.9928,0.32,11.5,cluster4,6
0.18,0.049,44,0.9958,0.54,9.8,cluster5,6
0.3,0.025,51,0.9928,0.32,11.4,cluster4,6
0.29,0.024,56,0.9928,0.32,11.5,cluster4,6
0.2,0.036,78,0.9964,0.55,10.2,cluster5,6
0.2,0.038,83,0.9987,0.5,9.4,cluster5,6
0.21,0.033,31,0.9953,0.56,10.5,cluster5,6
0.35,0.11,14,0.9932,0.5,9.1,cluster0,5
0.28,0.032,32,0.9907,0.48,12.2,cluster3,7
0.25,0.056,45,0.99755,0.43,9.5,cluster2,5
0.22,0.051,68,0.99935,0.85,9.3,cluster5,6
0.14,0.051,55,0.9932,0.96,9.8,cluster3,7
0.13,0.047,54,0.9932,0.97,9.8,cluster3,7
0.18,0.049,44,0.9958,0.54,9.8,cluster5,6
0.2,0.05,42,0.99585,0.54,9.8,cluster5,6
0.24,0.057,55,1.00055,0.56,8.7,cluster2,5
0.44,0.039,38,0.9985,0.57,10.2,cluster5,6
0.3,0.042,36,0.99505,0.69,9.5,cluster5,6
0.27,0.05,35,0.992,0.46,11,cluster4,6
0.5,0.078,81,0.9988,0.44,9.2,cluster0,5
0.2,0.028,7,0.99175,0.6,10.9,cluster4,6
0.11,0.043,41,0.9962,0.4,9.3,cluster3,7
0.11,0.043,41,0.9962,0.4,9.3,cluster3,7
0.12,0.045,29,0.9942,0.46,9.8,cluster3,7
0.16,0.13,58,0.9927,0.39,9.3,cluster3,7
0.21,0.135,61,0.9927,0.39,9.3,cluster3,7
0.27,0.039,49,0.99985,0.45,9.4,cluster2,5
0.27,0.035,28,0.997,0.46,10.4,cluster1,9
0.225,0.115,29,0.9918,0.58,12.1,cluster4,6
0.14,0.039,18,0.99215,0.56,11,cluster4,6
0.23,0.052,47,0.99865,0.53,9,cluster2,5
0.22,0.053,59,0.9992,0.82,9.5,cluster3,7
0.17,0.053,43,1.0006,0.75,8.8,cluster2,8
0.395,0.042,7,0.99135,0.38,11.2,cluster1,4
0.29,0.056,44,0.99715,0.61,9.3,cluster5,6
0.22,0.053,59,0.9992,0.82,9.5,cluster3,7
0.17,0.053,43,1.0006,0.75,8.8,cluster2,8
0.23,0.052,47,0.99865,0.53,9,cluster2,5
0.3,0.039,31,0.99815,0.3,9.3,cluster5,6
0.34,0.04,31,0.99815,0.29,9.2,cluster5,6
0.34,0.04,31,0.99815,0.29,9.2,cluster5,6
0.34,0.037,26,0.9949,0.45,10,cluster3,7
0.3,0.039,31,0.99815,0.3,9.3,cluster5,6
0.34,0.04,31,0.99815,0.29,9.2,cluster5,6
0.24,0.033,28,0.99225,0.69,10.9,cluster3,7
0.46,0.046,34,0.99445,0.56,10,cluster0,5
0.24,0.033,28,0.99225,0.69,10.9,cluster3,7
0.32,0.049,38,0.99335,0.52,9.3,cluster2,5
0.31,0.05,37,0.99625,0.43,9,cluster2,5
0.42,0.054,42,0.9971,0.58,9.2,cluster5,6
0.24,0.046,47,0.9983,0.77,9.6,cluster5,6
0.18,0.041,30,0.99445,0.4,9.4,cluster5,6
0.18,0.036,14,0.99085,0.58,11.1,cluster3,8
0.27,0.036,44,0.9977,0.41,8.9,cluster5,6
0.28,0.048,61,0.9953,0.47,9.3,cluster2,5
0.39,0.044,57,0.99775,0.53,9.3,cluster2,5
0.21,0.039,46,0.99795,0.44,9.8,cluster3,7
0.32,0.032,24,0.99505,0.46,9.8,cluster5,6
0.27,0.036,44,0.9977,0.41,8.9,cluster5,6
0.31,0.046,57,0.9975,0.41,9.6,cluster2,5
0.29,0.046,55,0.99745,0.41,9.6,cluster5,6
0.39,0.046,65,0.9976,0.38,9,cluster5,6
0.3,0.046,57,0.99775,0.43,9.5,cluster5,6
0.28,0.048,61,0.9953,0.47,9.3,cluster2,5
0.41,0.063,17,0.9932,0.56,9.2,cluster5,6
0.35,0.055,9,0.99405,0.5,9.1,cluster3,7
0.26,0.045,44,1,0.46,9.5,cluster5,6
0.35,0.072,44,0.99785,0.59,10.5,cluster5,6
0.3,0.04,24,0.9939,0.46,9,cluster2,5
0.18,0.036,7,0.9939,0.52,11.7,cluster1,5
0.56,0.034,27,0.99675,0.51,9.1,cluster0,5
0.3,0.04,24,0.9939,0.46,9,cluster2,5
0.56,0.034,27,0.99675,0.51,9.1,cluster0,5
0.36,0.021,24,0.98965,0.61,12.4,cluster4,9
0.655,0.071,28,0.9971,0.58,9.2,cluster5,6
0.18,0.053,34,0.99445,0.43,9.4,cluster2,5
0.19,0.047,36,0.9945,0.43,9.6,cluster5,6
0.18,0.036,7,0.9939,0.52,11.7,cluster1,5
0.21,0.042,36,0.9958,0.56,9.8,cluster5,6
0.25,0.046,24,0.9956,0.59,10.2,cluster5,6
0.24,0.031,27,0.99055,0.48,12.5,cluster4,9
0.16,0.044,20,0.9959,0.44,10.9,cluster3,7
0.16,0.043,21,0.9925,0.42,11,cluster3,7
0.205,0.06,34,0.9963,0.69,10.5,cluster5,6
0.17,0.037,34,0.9935,0.62,11.5,cluster3,4
0.3,0.044,34,0.99105,0.53,12.8,cluster4,8
0.25,0.035,27,0.99045,0.44,12.2,cluster4,6
0.205,0.06,34,0.9963,0.69,10.5,cluster5,6
0.42,0.04,34,0.99155,0.45,12.8,cluster4,8
0.25,0.034,30,0.99085,0.4,11.9,cluster4,8
0.25,0.034,30,0.99085,0.4,11.9,cluster4,8
0.25,0.034,30,0.99085,0.4,11.9,cluster4,8
0.34,0.034,12,0.9924,0.39,12,cluster3,7
0.33,0.036,12,0.9924,0.39,12,cluster3,7
0.23,0.044,35,0.99975,0.47,8.8,cluster3,7
0.23,0.044,35,0.99975,0.47,8.8,cluster3,7
0.19,0.036,33,0.99315,0.54,10.8,cluster3,7
0.21,0.034,29,0.9917,0.5,11,cluster3,8
0.21,0.034,29,0.9917,0.5,11,cluster3,8
0.22,0.035,62,0.99845,0.4,9.3,cluster2,5
0.34,0.026,17,0.9921,0.39,10.8,cluster1,5
0.23,0.044,35,0.99975,0.47,8.8,cluster3,7
0.2,0.03,30,0.9909,0.47,11.5,cluster4,6
0.19,0.036,33,0.99315,0.54,10.8,cluster3,7
0.38,0.042,58,0.99855,0.54,9.4,cluster2,5
0.18,0.036,40,0.9934,0.95,9.5,cluster3,7
0.34,0.039,41,0.9978,0.49,8.6,cluster2,5
0.18,0.036,40,0.9934,0.95,9.5,cluster3,7
0.2,0.038,30,0.9949,0.77,10.3,cluster3,7
0.38,0.042,58,0.99855,0.54,9.4,cluster2,5
0.4,0.042,59,0.9986,0.52,9.4,cluster2,5
0.22,0.038,60,0.99725,0.54,10,cluster3,7
0.3,0.17,60,0.9946,0.47,9.4,cluster2,5
0.27,0.03,38,0.99255,0.63,10.4,cluster5,8
0.25,0.041,57,0.9996,0.75,9.1,cluster3,7
0.34,0.028,33,0.9939,0.61,9.9,cluster5,6
0.28,0.029,24,0.99,0.5,12.1,cluster4,6
0.33,0.028,34,0.9937,0.61,9.9,cluster2,5
0.27,0.021,26,0.9886,0.3,12.5,cluster4,6
0.18,0.036,40,0.9934,0.95,9.5,cluster3,7
0.18,0.042,41,1,0.76,8.5,cluster2,8
0.28,0.04,49,0.9994,0.82,9,cluster3,7
0.24,0.037,37,0.9926,0.7,10.1,cluster5,6
0.45,0.08,11,0.9956,0.48,9.4,cluster0,5
0.34,0.039,41,0.9978,0.49,8.6,cluster2,5
0.26,0.03,24,0.9915,0.34,10.7,cluster4,6
0.17,0.037,5,0.9939,0.28,9.6,cluster5,3
0.15,0.029,10,0.9932,0.39,10.1,cluster1,5
0.21,0.037,28,0.993,0.57,10,cluster3,7
0.36,0.018,57,0.9898,0.36,12.7,cluster4,9
0.28,0.119,33,0.9921,0.38,10.2,cluster5,6
0.16,0.126,37,0.9932,0.37,8.9,cluster5,6
0.12,0.037,18,0.9919,0.82,11.9,cluster3,8
0.21,0.037,28,0.993,0.57,10,cluster3,7
0.36,0.04,9,0.9953,0.48,9.9,cluster5,6
0.26,0.022,22,0.9928,0.55,11.5,cluster4,6
0.26,0.022,22,0.9928,0.55,11.5,cluster4,6
0.23,0.035,38,0.9976,0.52,9.8,cluster5,6
0.34,0.024,20,0.9906,0.67,12.2,cluster3,7
0.26,0.04,39,0.9918,0.51,11.4,cluster4,6
0.3,0.044,34,0.99185,0.68,11,cluster3,7
0.26,0.04,39,0.9918,0.51,11.4,cluster4,6
0.3,0.044,34,0.99185,0.68,11,cluster3,7
0.31,0.046,43,0.994,0.63,9.9,cluster5,6
0.26,0.031,40,0.9908,0.4,11,cluster3,7
0.26,0.036,38,0.9928,0.48,9.4,cluster2,5
0.31,0.037,33,0.9896,0.36,12.2,cluster3,7
0.26,0.031,40,0.9908,0.4,11,cluster3,7
0.19,0.043,17,0.9918,0.53,10.3,cluster5,6
0.18,0.047,52,0.9952,0.53,10.5,cluster5,6
0.29,0.044,12,0.9923,0.46,10.5,cluster5,6
0.26,0.039,13,0.9915,0.49,10.9,cluster4,6
0.18,0.047,52,0.9952,0.53,10.5,cluster5,6
0.2,0.052,30,0.9947,0.56,11,cluster3,7
0.29,0.046,26,0.9983,0.37,9.7,cluster5,6
0.28,0.048,63,0.9975,0.4,8.9,cluster2,5
0.31,0.047,60,0.995,0.39,9.6,cluster5,6
0.21,0.056,49,0.9944,0.47,8.8,cluster2,8
0.19,0.047,9,0.994,0.65,11.1,cluster3,4
0.27,0.048,8,0.9944,0.61,10.3,cluster5,4
0.25,0.036,30,0.9908,0.43,12.2,cluster4,8
0.23,0.054,23,0.99795,0.47,9.8,cluster5,4
0.24,0.049,46,0.9985,0.53,8.8,cluster2,5
0.33,0.04,24,0.99425,0.63,9.9,cluster2,5
0.33,0.042,22,0.99425,0.63,9.9,cluster2,5
0.34,0.041,22,0.9943,0.63,9.9,cluster2,5
0.29,0.038,11,0.9924,0.35,9.2,cluster2,5
0.32,0.05,11.5,0.9946,0.37,9.5,cluster2,4
0.29,0.038,11,0.9924,0.35,9.2,cluster2,5
0.13,0.042,36,0.995,0.56,10.3,cluster3,7
0.3,0.037,23,0.9919,0.33,11,cluster4,6
0.24,0.031,27,0.99,0.39,11.9,cluster4,6
0.18,0.04,20,0.9923,0.32,10.2,cluster3,7
0.11,0.057,59,0.9956,0.44,9.4,cluster3,7
0.32,0.036,56,0.9978,0.44,8.9,cluster5,6
0.32,0.036,56,0.9978,0.44,8.9,cluster5,6
0.26,0.044,69,0.9967,0.43,10,cluster5,6
0.28,0.044,50,0.9934,0.49,10.7,cluster1,8
0.27,0.047,13,0.9936,0.43,9.8,cluster2,5
0.595,0.042,26,0.9932,0.38,9.3,cluster0,5
0.25,0.057,52,0.9934,0.48,9.5,cluster3,7
0.25,0.055,47,0.998,0.47,10,cluster2,5
0.36,0.044,42,0.9978,0.51,9,cluster2,5
0.17,0.017,21,0.9929,0.4,11.9,cluster3,7
0.26,0.033,64,0.9974,0.38,8.9,cluster2,5
0.26,0.046,80,0.99685,0.41,10,cluster5,6
0.29,0.037,58,0.99495,0.41,9.6,cluster2,5
0.28,0.039,64,0.99745,0.38,8.9,cluster2,5
0.27,0.041,61,0.99505,0.4,8.9,cluster2,5
0.43,0.048,10,0.992,0.41,11.4,cluster1,5
0.36,0.044,42,0.9978,0.51,9,cluster2,5
0.35,0.044,56,0.9956,0.55,10,cluster5,6
0.24,0.044,39,0.9982,0.47,9.6,cluster3,7
0.34,0.034,40,0.99485,0.6,9.7,cluster2,5
